Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1,1163.9,1,Pending,0
TCP,1.1,1163.96,1,Pending,0
TCP,1.2,109.707,1,Pending,0
TCP,1.3,109.709,1,Pending,0
TCP,1.4,109.843,1,Pending,0
TCP,1.5,110.018,1,Pending,0
TCP,1.6,109.707,1,Pending,0
TCP,1.7,1109.39,1,Pending,0
TCP,1.8,1164.16,1,Pending,0
TCP,1.9,110.005,1,Pending,0
TCP,2,109.772,1,Pending,0
TCP,2.1,3110.64,1,Pending,0
TCP,2.2,109.718,1,Pending,0
TCP,2.3,109.963,1,Pending,0
TCP,2.4,109.976,1,Pending,0
TCP,2.5,110.062,1,Pending,0
TCP,2.6,110.008,1,Pending,0
TCP,2.7,110.205,1,Pending,0
TCP,2.8,109.879,1,Pending,0
TCP,2.9,109.898,1,Pending,0
TCP,3,109.847,1,Pending,0
TCP,3.1,110.221,1,Pending,0
TCP,3.2,109.707,1,Pending,0
TCP,3.3,110.463,1,Pending,0
TCP,3.4,110.324,1,Pending,0
TCP,3.5,109.707,1,Pending,0
TCP,3.6,109.881,1,Pending,0
TCP,3.7,109.985,1,Pending,0
TCP,3.8,109.807,1,Pending,0
TCP,3.9,109.902,1,Pending,0
TCP,4,109.847,1,Pending,0
TCP,4.1,109.707,1,Pending,0
TCP,4.2,110.468,1,Pending,0
TCP,4.3,109.953,1,Pending,0
TCP,4.4,110.302,1,Pending,0
TCP,4.5,109.794,1,Pending,0
TCP,4.6,109.707,1,Pending,0
TCP,4.7,109.924,1,Pending,0
TCP,4.8,1163.91,1,Pending,0
TCP,4.9,109.869,1,Pending,0
TCP,5,109.931,1,Pending,0
TCP,5.1,110.574,1,Pending,0
TCP,5.2,109.707,1,Pending,0
TCP,5.3,109.895,1,Pending,0
TCP,5.4,109.93,1,Pending,0
